files,labels,preds,ablated_scene_preds,audio_tags_org,audio_tags_ablated
audio/bus-stockholm-218-6573-a.wav,bus,bus,"['bus', 'bus', 'bus', 'metro', 'metro', 'bus', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Bus', 'Car']","[['Speech', 'Vehicle', 'Bus', 'Car'], ['Speech', 'Vehicle', 'Bus'], ['Speech', 'Vehicle', 'Bus', 'Car'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Bus'], ['Speech', 'Vehicle', 'Bus', 'Car'], ['Speech', 'Vehicle', 'Bus'], ['Speech', 'Vehicle', 'Bus', 'Car'], ['Speech', 'Vehicle', 'Bus', 'Car'], ['Speech', 'Vehicle', 'Bus', 'Car']]"
audio/bus-stockholm-218-6574-a.wav,bus,bus,"['bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Bus', 'Air brake']","[['Speech', 'Vehicle', 'Bus', 'Animal', 'Domestic animals, pets', 'Cat'], ['Speech', 'Vehicle', 'Bus'], ['Speech', 'Vehicle', 'Bus', 'Air brake'], ['Speech', 'Vehicle', 'Bus', 'Air brake'], ['Speech', 'Vehicle', 'Bus', 'Air brake'], ['Speech', 'Vehicle', 'Bus', 'Air brake'], ['Speech', 'Vehicle', 'Bus', 'Air brake'], ['Speech', 'Vehicle', 'Bus'], ['Speech', 'Vehicle', 'Bus', 'Animal', 'Cat'], ['Speech', 'Vehicle', 'Bus', 'Animal'], ['Speech', 'Vehicle', 'Bus']]"
audio/bus-stockholm-218-6575-a.wav,bus,bus,"['bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'bus', 'bus', 'bus']","['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Motor vehicle (road)']","[['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Rumble', 'Outside, rural or natural', 'Motor vehicle (road)'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Rumble', 'Outside, rural or natural'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Boat, Water vehicle', 'Motor vehicle (road)'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Boat, Water vehicle', 'Motor vehicle (road)'], ['Vehicle', 'Speech', 'Car', 'Boat, Water vehicle', 'Outside, urban or manmade', 'Motor vehicle (road)'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Boat, Water vehicle', 'Motor vehicle (road)'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Boat, Water vehicle'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Motor vehicle (road)']]"
audio/bus-stockholm-218-6576-a.wav,bus,bus,"['bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Bus', 'Car']","[['Speech', 'Vehicle', 'Car', 'Bus', 'Bird', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Pigeon, dove', 'Bird'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Pigeon, dove', 'Bird'], ['Speech', 'Vehicle', 'Car', 'Pigeon, dove', 'Bus', 'Bird'], ['Speech', 'Vehicle', 'Car', 'Pigeon, dove', 'Bus', 'Bird'], ['Speech', 'Vehicle', 'Pigeon, dove', 'Bird', 'Car', 'Bus', 'Coo'], ['Speech', 'Vehicle', 'Pigeon, dove', 'Bird', 'Coo', 'Car'], ['Speech', 'Vehicle', 'Pigeon, dove', 'Bird', 'Coo'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Bird', 'Pigeon, dove', 'Car', 'Coo'], ['Speech', 'Vehicle', 'Bird', 'Pigeon, dove', 'Car', 'Coo', 'Bus']]"
audio/bus-stockholm-218-6577-a.wav,bus,bus,"['bus', 'park', 'metro', 'street_traffic', 'metro', 'bus', 'street_traffic', 'bus', 'bus', 'metro_station', 'metro_station', 'bus', 'metro_station', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Bus', 'Traffic noise, roadway noise', 'Boat, Water vehicle']","[['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle', 'Boat, Water vehicle', 'Car'], ['Speech', 'Vehicle', 'Boat, Water vehicle'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle', 'Mechanisms'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle', 'Mechanisms'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle', 'Mechanisms']]"
audio/bus-stockholm-218-6578-a.wav,bus,bus,"['bus', 'metro', 'metro', 'bus', 'metro', 'bus', 'bus', 'bus', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'bus', 'bus']","['Speech', 'Vehicle', 'Bus', 'Boat, Water vehicle', 'Ship', 'Outside, urban or manmade', 'Car']","[['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Rumble', 'Outside, urban or manmade', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade', 'Bus', 'Truck'], ['Speech', 'Vehicle', 'Domestic animals, pets', 'Car', 'Cat', 'Animal', 'Meow', 'Rumble', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Domestic animals, pets', 'Meow', 'Outside, urban or manmade', 'Cat'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Outside, urban or manmade', 'Boat, Water vehicle'], ['Speech', 'Vehicle', 'Domestic animals, pets', 'Car', 'Bus', 'Animal', 'Cat', 'Meow'], ['Speech', 'Vehicle', 'Domestic animals, pets', 'Cat', 'Meow', 'Animal', 'Bus', 'Car'], ['Speech', 'Vehicle', 'Bus', 'Car'], ['Speech', 'Vehicle', 'Bus', 'Car', 'Outside, urban or manmade']]"
audio/bus-stockholm-218-6579-a.wav,bus,bus,"['bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Car', 'Bus', 'Music', 'Boat, Water vehicle']","[['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car', 'Boat, Water vehicle', 'Outside, urban or manmade', 'Bus', 'Hubbub, speech noise, speech babble'], ['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car', 'Music', 'Boat, Water vehicle', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car', 'Boat, Water vehicle', 'Bus'], ['Speech', 'Vehicle', 'Boat, Water vehicle', 'Car', 'Bus', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Music', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Music', 'Car', 'Bus']]"
audio/bus-stockholm-218-6580-a.wav,bus,bus,"['bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'bus', 'bus']","['Speech', 'Vehicle', 'Car', 'Bus']","[['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Field recording'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Field recording'], ['Speech', 'Vehicle', 'Bus', 'Car'], ['Speech', 'Vehicle', 'Car', 'Bus']]"
audio/bus-stockholm-218-6581-a.wav,bus,bus,"['bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Bus', 'Car', 'Music']","[['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Field recording'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Field recording'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Bus', 'Car'], ['Speech', 'Vehicle', 'Bus', 'Car', 'Field recording']]"
audio/bus-stockholm-218-6582-a.wav,bus,bus,"['bus', 'bus', 'metro', 'metro', 'metro', 'bus', 'bus', 'bus', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'bus', 'bus']","['Speech', 'Vehicle', 'Bus', 'Outside, urban or manmade']","[['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade', 'Bus'], ['Speech', 'Vehicle', 'Outside, urban or manmade', 'Car', 'Bus']]"
audio/bus-stockholm-218-6583-a.wav,bus,bus,"['bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Bus', 'Car', 'Air brake']","[['Speech', 'Vehicle', 'Car', 'Truck', 'Bus', 'Air brake'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Truck'], ['Speech', 'Vehicle', 'Car', 'Truck', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Truck', 'Bus', 'Air brake'], ['Speech', 'Vehicle', 'Bus', 'Car', 'Air brake', 'Truck'], ['Speech', 'Vehicle', 'Bus', 'Car', 'Boat, Water vehicle', 'Truck'], ['Speech', 'Vehicle', 'Bus', 'Car', 'Boat, Water vehicle'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Boat, Water vehicle'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Bus', 'Car', 'Boat, Water vehicle']]"
audio/bus-stockholm-218-6584-a.wav,bus,bus,"['bus', 'bus', 'bus', 'park', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'bus', 'bus', 'bus']","['Vehicle', 'Speech', 'Car', 'Bus', 'Air brake', 'Truck', 'Field recording', 'Outside, urban or manmade']","[['Vehicle', 'Speech', 'Car', 'Rumble', 'Outside, urban or manmade', 'Truck', 'Motor vehicle (road)'], ['Vehicle', 'Speech', 'Car', 'Rumble', 'Outside, urban or manmade', 'Motor vehicle (road)'], ['Speech', 'Vehicle', 'Car', 'Rumble', 'Outside, urban or manmade'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Rumble', 'Truck', 'Motor vehicle (road)'], ['Vehicle', 'Speech', 'Car', 'Rumble', 'Bus'], ['Vehicle', 'Speech', 'Car', 'Bus', 'Outside, urban or manmade'], ['Vehicle', 'Speech', 'Car', 'Bus', 'Truck', 'Air brake', 'Field recording'], ['Vehicle', 'Speech', 'Car', 'Field recording', 'Bus'], ['Vehicle', 'Speech', 'Car', 'Bus', 'Field recording', 'Air brake'], ['Vehicle', 'Speech', 'Car', 'Bus', 'Air brake'], ['Vehicle', 'Speech', 'Car', 'Bus', 'Field recording', 'Air brake']]"
audio/bus-stockholm-218-6585-a.wav,bus,bus,"['bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'metro_station', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Bus', 'Boat, Water vehicle', 'Car']","[['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Bus', 'Car'], ['Speech', 'Vehicle', 'Bus', 'Car', 'Boat, Water vehicle'], ['Speech', 'Vehicle', 'Bus', 'Car', 'Boat, Water vehicle'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Bus', 'Car', 'Boat, Water vehicle'], ['Speech', 'Vehicle', 'Bus', 'Boat, Water vehicle', 'Car'], ['Speech', 'Vehicle', 'Bus', 'Car', 'Boat, Water vehicle'], ['Speech', 'Vehicle', 'Bus', 'Car'], ['Speech', 'Vehicle', 'Bus', 'Car'], ['Speech', 'Vehicle', 'Bus', 'Car']]"
audio/bus-stockholm-218-6586-a.wav,bus,bus,"['bus', 'bus', 'bus', 'metro', 'metro', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Bus', 'Field recording', 'Car', 'Music']","[['Speech', 'Vehicle', 'Animal', 'Domestic animals, pets', 'Cat', 'Bus', 'Car'], ['Speech', 'Vehicle', 'Bus', 'Car', 'Rumble', 'Field recording'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Rumble'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Rumble'], ['Speech', 'Vehicle', 'Car', 'Bus', 'Air brake', 'Rumble', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Bus', 'Car', 'Field recording'], ['Speech', 'Vehicle', 'Bus', 'Car', 'Air brake'], ['Speech', 'Vehicle', 'Animal', 'Car'], ['Speech', 'Vehicle', 'Animal', 'Domestic animals, pets', 'Cat', 'Car'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Bus', 'Car', 'Field recording']]"
audio/bus-stockholm-218-6587-a.wav,bus,bus,"['bus', 'bus', 'tram', 'tram', 'tram', 'bus', 'park', 'bus', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Bus', 'Field recording', 'Car', 'Train', 'Aircraft', 'Outside, urban or manmade']","[['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car', 'Bus']]"
audio/bus-stockholm-218-6588-a.wav,bus,bus,"['bus', 'bus', 'metro', 'bus', 'metro', 'park', 'park', 'metro', 'metro_station', 'metro_station', 'metro_station', 'bus', 'metro_station', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Car', 'Bus']","[['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car']]"
audio/bus-stockholm-218-6589-a.wav,bus,bus,"['bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'bus', 'metro_station', 'bus', 'bus', 'bus']","['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Field recording', 'Rumble']","[['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Rumble'], ['Vehicle', 'Speech', 'Car', 'Rumble', 'Outside, urban or manmade', 'Motorcycle', 'Outside, rural or natural', 'Motor vehicle (road)'], ['Vehicle', 'Speech', 'Car', 'Rumble', 'Outside, urban or manmade', 'Outside, rural or natural'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Rumble', 'Motor vehicle (road)', 'Outside, rural or natural'], ['Vehicle', 'Speech', 'Car', 'Rumble', 'Outside, urban or manmade', 'Motor vehicle (road)'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Rumble', 'Motor vehicle (road)'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Motor vehicle (road)', 'Rumble'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Rumble', 'Field recording', 'Motor vehicle (road)'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Rumble', 'Motor vehicle (road)', 'Field recording'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Rumble', 'Motor vehicle (road)'], ['Vehicle', 'Speech', 'Car', 'Outside, urban or manmade', 'Motor vehicle (road)', 'Rumble', 'Field recording']]"
audio/bus-stockholm-218-6590-a.wav,bus,bus,"['bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'bus', 'metro_station', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Field recording', 'Car', 'Bus']","[['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade'], ['Vehicle', 'Speech', 'Car', 'Field recording'], ['Speech', 'Vehicle', 'Car', 'Outside, urban or manmade'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car', 'Bus'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car', 'Field recording'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Field recording', 'Car']]"
audio/bus-stockholm-218-6591-a.wav,bus,bus,"['bus', 'metro', 'metro', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'bus', 'bus']","['Vehicle', 'Speech', 'Bus', 'Train', 'Rail transport', 'Railroad car, train wagon']","[['Vehicle', 'Car', 'Speech', 'Bus', 'Rumble', 'Outside, urban or manmade', 'Motor vehicle (road)'], ['Vehicle', 'Speech', 'Car', 'Rumble', 'Bus', 'Outside, urban or manmade'], ['Vehicle', 'Speech', 'Car', 'Bus', 'Rumble'], ['Vehicle', 'Speech', 'Car', 'Bus'], ['Vehicle', 'Speech', 'Car', 'Bus', 'Rumble'], ['Vehicle', 'Speech', 'Bus', 'Car'], ['Vehicle', 'Bus', 'Speech', 'Car'], ['Vehicle', 'Speech', 'Bus'], ['Vehicle', 'Speech', 'Bus', 'Car'], ['Vehicle', 'Speech', 'Bus', 'Car'], ['Vehicle', 'Speech', 'Bus', 'Car']]"
audio/bus-stockholm-218-6592-a.wav,bus,bus,"['bus', 'metro', 'metro', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'metro_station', 'bus', 'metro_station', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Bus', 'Train', 'Field recording', 'Car']","[['Speech', 'Vehicle', 'Bus', 'Animal'], ['Speech', 'Vehicle', 'Train', 'Field recording', 'Bus'], ['Speech', 'Vehicle', 'Train', 'Bus', 'Rail transport'], ['Speech', 'Vehicle', 'Train', 'Rail transport', 'Bus', 'Railroad car, train wagon'], ['Speech', 'Vehicle', 'Train', 'Field recording', 'Bus', 'Rail transport'], ['Speech', 'Vehicle', 'Bus', 'Train', 'Field recording'], ['Speech', 'Vehicle', 'Bus', 'Train', 'Field recording'], ['Speech', 'Vehicle', 'Field recording', 'Train', 'Bus'], ['Speech', 'Vehicle', 'Field recording', 'Bus', 'Music', 'Car'], ['Speech', 'Vehicle', 'Animal', 'Bus'], ['Speech', 'Vehicle', 'Bus', 'Animal']]"
audio/bus-vienna-219-6593-a.wav,bus,bus,"['bus', 'park', 'park', 'park', 'park', 'park', 'park', 'bus', 'metro_station', 'metro_station', 'metro_station', 'bus', 'metro_station', 'bus', 'bus', 'tram']","['Vehicle', 'Train', 'Railroad car, train wagon', 'Rail transport', 'Subway, metro, underground']","[['Vehicle'], ['Silence', 'Vehicle'], ['Vehicle'], ['Vehicle'], ['Vehicle'], ['Silence'], ['Silence'], ['Silence'], ['Silence'], ['Silence'], ['Silence']]"
audio/bus-vienna-219-6594-a.wav,bus,bus,"['bus', 'bus', 'bus', 'bus', 'metro', 'bus', 'bus', 'tram', 'metro', 'bus', 'bus', 'bus', 'park', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Car alarm']","[['Vehicle', 'Speech', 'Sliding door'], ['Speech', 'Vehicle', 'Car alarm'], ['Speech', 'Vehicle', 'Car alarm'], ['Speech', 'Vehicle', 'Car alarm'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle', 'Car alarm'], ['Speech'], ['Speech'], ['Speech', 'Buzzer', 'Vehicle'], ['Speech']]"
audio/bus-vienna-219-6596-a.wav,bus,bus,"['bus', 'tram', 'metro', 'bus', 'metro', 'bus', 'bus', 'bus', 'metro_station', 'metro_station', 'metro_station', 'bus', 'metro_station', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Bus', 'Train', 'Rail transport', 'Railroad car, train wagon', 'Boat, Water vehicle']","[['Speech', 'Vehicle', 'Train', 'Bus', 'Rail transport'], ['Speech', 'Vehicle', 'Train', 'Rail transport'], ['Speech', 'Vehicle', 'Train', 'Rail transport', 'Bus'], ['Speech', 'Vehicle', 'Train', 'Rail transport'], ['Speech', 'Vehicle', 'Mechanisms', 'Bus'], ['Speech', 'Vehicle', 'Train', 'Bus'], ['Speech', 'Vehicle', 'Train', 'Bus'], ['Speech', 'Vehicle', 'Train'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle', 'Tick-tock'], ['Speech', 'Vehicle', 'Tick-tock', 'Tick', 'Bird']]"
audio/bus-vienna-219-6597-a.wav,bus,bus,"['bus', 'park', 'park', 'park', 'metro', 'park', 'park', 'park', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'bus', 'bus', 'metro']","['Vehicle', 'Train', 'Rail transport', 'Railroad car, train wagon', 'Field recording']","[['Vehicle'], ['Silence'], ['Silence', 'Vehicle'], ['Music', 'Silence'], ['Music', 'Vehicle'], ['Music'], ['Music'], ['Music', 'Silence'], ['Music', 'Silence'], ['Music'], ['Music']]"
audio/bus-vienna-219-6599-a.wav,bus,bus,"['bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Train', 'Car', 'Bus', 'Rail transport']","[['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Train', 'Rail transport', 'Railroad car, train wagon', 'Car'], ['Speech', 'Vehicle', 'Car', 'Train'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car', 'Animal', 'Horse', 'Clip-clop'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Animal'], ['Speech', 'Vehicle', 'Animal', 'Clip-clop'], ['Speech', 'Vehicle', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Vehicle']]"
audio/bus-vienna-219-6600-a.wav,bus,bus,"['bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'park', 'park', 'park', 'park', 'metro_station', 'bus', 'park', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Bus', 'Car', 'Truck']","[['Vehicle', 'Speech', 'Animal', 'Car'], ['Vehicle', 'Speech', 'Animal', 'Train'], ['Vehicle', 'Speech', 'Animal', 'Car'], ['Vehicle', 'Speech', 'Car', 'Animal', 'Horse'], ['Vehicle', 'Speech', 'Animal', 'Horse', 'Clip-clop', 'Car'], ['Speech', 'Vehicle', 'Animal', 'Horse', 'Clip-clop'], ['Speech', 'Vehicle', 'Animal', 'Horse', 'Clip-clop'], ['Speech', 'Vehicle', 'Animal', 'Horse', 'Clip-clop'], ['Speech', 'Vehicle', 'Animal', 'Horse', 'Clip-clop', 'Music'], ['Speech', 'Animal', 'Horse', 'Clip-clop', 'Vehicle', 'Bird'], ['Pigeon, dove', 'Bird', 'Speech', 'Animal', 'Coo', 'Vehicle', 'Horse']]"
audio/bus-vienna-219-6602-a.wav,bus,bus,"['bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Train', 'Creak', 'Rail transport']","[['Speech', 'Vehicle', 'Animal', 'Creak'], ['Vehicle', 'Speech', 'Train', 'Rail transport', 'Railroad car, train wagon', 'Creak'], ['Speech', 'Vehicle', 'Train', 'Animal', 'Rail transport', 'Railroad car, train wagon'], ['Speech', 'Vehicle', 'Animal', 'Horse'], ['Vehicle', 'Creak', 'Speech', 'Mechanisms', 'Animal'], ['Animal', 'Speech', 'Horse', 'Vehicle', 'Clip-clop', 'Neigh, whinny'], ['Animal', 'Speech', 'Vehicle', 'Horse'], ['Animal', 'Speech', 'Vehicle', 'Horse'], ['Animal', 'Speech', 'Horse', 'Clip-clop', 'Vehicle'], ['Speech', 'Animal', 'Horse', 'Vehicle', 'Clip-clop'], ['Speech', 'Animal', 'Vehicle']]"
audio/bus-vienna-219-6603-a.wav,bus,bus,"['bus', 'bus', 'park', 'park', 'metro', 'park', 'park', 'park', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Vehicle', 'Car', 'Bus']","[['Vehicle', 'Speech', 'Car'], ['Speech', 'Vehicle', 'Car', 'Train'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Creak', 'Car'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle', 'Car'], ['Speech', 'Vehicle', 'Animal'], ['Speech', 'Vehicle', 'Animal'], ['Speech', 'Vehicle', 'Animal'], ['Speech', 'Vehicle']]"
